2024-08-16 03:50:23,509 INFO    StreamThr :9641 [internal.py:wandb_internal():85] W&B internal server running at pid: 9641, started at: 2024-08-16 03:50:23.509045
2024-08-16 03:50:23,510 DEBUG   HandlerThread:9641 [handler.py:handle_request():158] handle_request: status
2024-08-16 03:50:23,512 INFO    WriterThread:9641 [datastore.py:open_for_write():87] open: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240816_035023-2534a530-6dd5-457d-bb4e-c7871059355b/run-2534a530-6dd5-457d-bb4e-c7871059355b.wandb
2024-08-16 03:50:23,512 DEBUG   SenderThread:9641 [sender.py:send():391] send: header
2024-08-16 03:50:23,513 DEBUG   SenderThread:9641 [sender.py:send():391] send: run
2024-08-16 03:50:24,224 INFO    SenderThread:9641 [dir_watcher.py:__init__():211] watching files in: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240816_035023-2534a530-6dd5-457d-bb4e-c7871059355b/files
2024-08-16 03:50:24,224 INFO    SenderThread:9641 [sender.py:_start_run_threads():1200] run started: 2534a530-6dd5-457d-bb4e-c7871059355b with start time 1723769423.508861
2024-08-16 03:50:24,228 DEBUG   HandlerThread:9641 [handler.py:handle_request():158] handle_request: check_version
2024-08-16 03:50:24,229 DEBUG   SenderThread:9641 [sender.py:send_request():418] send_request: check_version
2024-08-16 03:50:24,742 DEBUG   HandlerThread:9641 [handler.py:handle_request():158] handle_request: run_start
2024-08-16 03:50:24,760 ERROR   HandlerThread:9641 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2024-08-16 03:50:24,760 DEBUG   HandlerThread:9641 [system_info.py:__init__():26] System info init
2024-08-16 03:50:24,760 DEBUG   HandlerThread:9641 [system_info.py:__init__():41] System info init done
2024-08-16 03:50:24,760 INFO    HandlerThread:9641 [system_monitor.py:start():194] Starting system monitor
2024-08-16 03:50:24,760 INFO    SystemMonitor:9641 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-16 03:50:24,761 INFO    HandlerThread:9641 [system_monitor.py:probe():214] Collecting system info
2024-08-16 03:50:24,761 INFO    SystemMonitor:9641 [interfaces.py:start():188] Started cpu monitoring
2024-08-16 03:50:24,762 INFO    SystemMonitor:9641 [interfaces.py:start():188] Started disk monitoring
2024-08-16 03:50:24,762 INFO    SystemMonitor:9641 [interfaces.py:start():188] Started memory monitoring
2024-08-16 03:50:24,762 INFO    SystemMonitor:9641 [interfaces.py:start():188] Started network monitoring
2024-08-16 03:50:24,768 DEBUG   HandlerThread:9641 [system_info.py:probe():152] Probing system
2024-08-16 03:50:24,770 DEBUG   HandlerThread:9641 [system_info.py:_probe_git():137] Probing git
2024-08-16 03:50:24,774 DEBUG   HandlerThread:9641 [system_info.py:_probe_git():145] Probing git done
2024-08-16 03:50:24,774 DEBUG   HandlerThread:9641 [system_info.py:probe():200] Probing system done
2024-08-16 03:50:24,774 DEBUG   HandlerThread:9641 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-40-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-08-16T00:50:24.768879', 'startedAt': '2024-08-16T00:50:23.506249', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/aaderevyagin/airi_final/airi-screening-part-1/./scripts/compare_arena.py', 'codePathLocal': 'scripts/compare_arena.py', 'codePath': 'scripts/compare_arena.py', 'git': {'remote': 'git@github.com:Komershan/airi-screening-part-1.git', 'commit': '9bd04645b835810220e6c408b3d220101a158cc7'}, 'email': 'derevyagin102@mail.ru', 'root': '/home/aaderevyagin/airi_final/airi-screening-part-1', 'host': 'aaderevyagin-OMEN-by-HP-Laptop-16-c0xxx', 'username': 'aaderevyagin', 'executable': '/home/aaderevyagin/airi_final/venv/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2024.6778125, 'min': 400.0, 'max': 4463.0}, 'cpu_freq_per_core': [{'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 4391.978, 'min': 400.0, 'max': 4463.0}, {'current': 3512.391, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 3507.127, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 3510.478, 'min': 400.0, 'max': 4463.0}, {'current': 3544.358, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 3983.132, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 3509.58, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}], 'disk': {'/': {'total': 937.3305015563965, 'used': 230.7705535888672}}, 'memory': {'total': 14.970542907714844}}
2024-08-16 03:50:24,774 INFO    HandlerThread:9641 [system_monitor.py:probe():224] Finished collecting system info
2024-08-16 03:50:24,774 INFO    HandlerThread:9641 [system_monitor.py:probe():227] Publishing system info
2024-08-16 03:50:24,774 INFO    HandlerThread:9641 [system_monitor.py:probe():229] Finished publishing system info
2024-08-16 03:50:24,775 DEBUG   SenderThread:9641 [sender.py:send():391] send: files
2024-08-16 03:50:24,775 INFO    SenderThread:9641 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-16 03:50:24,813 DEBUG   HandlerThread:9641 [handler.py:handle_request():158] handle_request: python_packages
2024-08-16 03:50:24,813 DEBUG   SenderThread:9641 [sender.py:send_request():418] send_request: python_packages
2024-08-16 03:50:24,854 DEBUG   HandlerThread:9641 [handler.py:handle_request():158] handle_request: stop_status
