2024-08-15 06:03:54,670 INFO    StreamThr :25260 [internal.py:wandb_internal():85] W&B internal server running at pid: 25260, started at: 2024-08-15 06:03:54.670128
2024-08-15 06:03:54,672 DEBUG   HandlerThread:25260 [handler.py:handle_request():158] handle_request: status
2024-08-15 06:03:54,672 INFO    WriterThread:25260 [datastore.py:open_for_write():87] open: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240815_060354-24fe5a01-ee1a-448b-b22b-e53368c0afb8/run-24fe5a01-ee1a-448b-b22b-e53368c0afb8.wandb
2024-08-15 06:03:54,673 DEBUG   SenderThread:25260 [sender.py:send():391] send: header
2024-08-15 06:03:54,673 DEBUG   SenderThread:25260 [sender.py:send():391] send: run
2024-08-15 06:03:55,532 INFO    SenderThread:25260 [dir_watcher.py:__init__():211] watching files in: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240815_060354-24fe5a01-ee1a-448b-b22b-e53368c0afb8/files
2024-08-15 06:03:55,533 INFO    SenderThread:25260 [sender.py:_start_run_threads():1200] run started: 24fe5a01-ee1a-448b-b22b-e53368c0afb8 with start time 1723691034.004987
2024-08-15 06:03:55,538 DEBUG   HandlerThread:25260 [handler.py:handle_request():158] handle_request: check_version
2024-08-15 06:03:55,538 DEBUG   SenderThread:25260 [sender.py:send_request():418] send_request: check_version
2024-08-15 06:03:56,050 DEBUG   HandlerThread:25260 [handler.py:handle_request():158] handle_request: run_start
2024-08-15 06:03:56,051 DEBUG   HandlerThread:25260 [system_info.py:__init__():26] System info init
2024-08-15 06:03:56,051 DEBUG   HandlerThread:25260 [system_info.py:__init__():41] System info init done
2024-08-15 06:03:56,051 INFO    HandlerThread:25260 [system_monitor.py:start():194] Starting system monitor
2024-08-15 06:03:56,051 INFO    SystemMonitor:25260 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-15 06:03:56,051 INFO    HandlerThread:25260 [system_monitor.py:probe():214] Collecting system info
2024-08-15 06:03:56,052 INFO    SystemMonitor:25260 [interfaces.py:start():188] Started cpu monitoring
2024-08-15 06:03:56,052 INFO    SystemMonitor:25260 [interfaces.py:start():188] Started disk monitoring
2024-08-15 06:03:56,052 INFO    SystemMonitor:25260 [interfaces.py:start():188] Started gpu monitoring
2024-08-15 06:03:56,053 INFO    SystemMonitor:25260 [interfaces.py:start():188] Started memory monitoring
2024-08-15 06:03:56,053 INFO    SystemMonitor:25260 [interfaces.py:start():188] Started network monitoring
2024-08-15 06:03:56,061 DEBUG   HandlerThread:25260 [system_info.py:probe():152] Probing system
2024-08-15 06:03:56,062 DEBUG   HandlerThread:25260 [system_info.py:_probe_git():137] Probing git
2024-08-15 06:03:56,067 DEBUG   HandlerThread:25260 [system_info.py:_probe_git():145] Probing git done
2024-08-15 06:03:56,067 DEBUG   HandlerThread:25260 [system_info.py:probe():200] Probing system done
