2024-08-15 04:12:37,995 INFO    StreamThr :203950 [internal.py:wandb_internal():85] W&B internal server running at pid: 203950, started at: 2024-08-15 04:12:37.994803
2024-08-15 04:12:37,996 DEBUG   HandlerThread:203950 [handler.py:handle_request():158] handle_request: status
2024-08-15 04:12:37,997 INFO    WriterThread:203950 [datastore.py:open_for_write():87] open: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240815_041237-f1c0b986-a177-4583-a68e-ce3ad8c23491/run-f1c0b986-a177-4583-a68e-ce3ad8c23491.wandb
2024-08-15 04:12:37,998 DEBUG   SenderThread:203950 [sender.py:send():391] send: header
2024-08-15 04:12:37,998 DEBUG   SenderThread:203950 [sender.py:send():391] send: run
2024-08-15 04:12:38,755 INFO    SenderThread:203950 [dir_watcher.py:__init__():211] watching files in: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240815_041237-f1c0b986-a177-4583-a68e-ce3ad8c23491/files
2024-08-15 04:12:38,755 INFO    SenderThread:203950 [sender.py:_start_run_threads():1200] run started: f1c0b986-a177-4583-a68e-ce3ad8c23491 with start time 1723684357.13541
2024-08-15 04:12:38,761 DEBUG   HandlerThread:203950 [handler.py:handle_request():158] handle_request: check_version
2024-08-15 04:12:38,761 DEBUG   SenderThread:203950 [sender.py:send_request():418] send_request: check_version
2024-08-15 04:12:39,274 DEBUG   HandlerThread:203950 [handler.py:handle_request():158] handle_request: run_start
2024-08-15 04:12:39,275 DEBUG   HandlerThread:203950 [system_info.py:__init__():26] System info init
2024-08-15 04:12:39,275 DEBUG   HandlerThread:203950 [system_info.py:__init__():41] System info init done
2024-08-15 04:12:39,275 INFO    HandlerThread:203950 [system_monitor.py:start():194] Starting system monitor
2024-08-15 04:12:39,275 INFO    SystemMonitor:203950 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-15 04:12:39,275 INFO    SystemMonitor:203950 [interfaces.py:start():188] Started cpu monitoring
2024-08-15 04:12:39,275 INFO    HandlerThread:203950 [system_monitor.py:probe():214] Collecting system info
2024-08-15 04:12:39,275 INFO    SystemMonitor:203950 [interfaces.py:start():188] Started disk monitoring
2024-08-15 04:12:39,276 INFO    SystemMonitor:203950 [interfaces.py:start():188] Started gpu monitoring
2024-08-15 04:12:39,276 INFO    SystemMonitor:203950 [interfaces.py:start():188] Started memory monitoring
2024-08-15 04:12:39,277 INFO    SystemMonitor:203950 [interfaces.py:start():188] Started network monitoring
2024-08-15 04:12:39,284 DEBUG   HandlerThread:203950 [system_info.py:probe():152] Probing system
2024-08-15 04:12:39,285 DEBUG   HandlerThread:203950 [system_info.py:_probe_git():137] Probing git
2024-08-15 04:12:39,290 DEBUG   HandlerThread:203950 [system_info.py:_probe_git():145] Probing git done
2024-08-15 04:12:39,290 DEBUG   HandlerThread:203950 [system_info.py:probe():200] Probing system done
